date,station_key,station_id,station_name,attendance_station,attendance_line_total,move_intervals_count,movements_per_8h_station,movements_per_8h_line,avg_active_move_hours,line_avg_active_move_hours,cache_rows,cache_expected_rows,cache_complete
2026-02-06,11,11,Armado (Line 1),8,49,0,,1.1491518945958397,,6.961655841688034,7,7,True
2026-02-06,12,12,Armado (Line 2),8,49,1,1.2721531848426344,1.1491518945958397,6.2885508563888886,6.961655841688034,7,7,True
2026-02-06,13,13,Armado (Line 3),8,49,1,1.2395170553794914,1.1491518945958397,6.4541266013888885,6.961655841688034,7,7,True
2026-02-06,14,14,Estacion 1 (Line 1),15,49,1,1.0410102682373814,1.1491518945958397,7.684842545833334,6.961655841688034,7,7,True
2026-02-06,15,15,Estacion 1 (Line 2),15,49,2,1.2903110891588814,1.1491518945958397,6.200055217083333,6.961655841688034,7,7,True
2026-02-06,16,16,Estacion 1 (Line 3),15,49,1,1.1182177279164573,1.1491518945958397,7.154241790555555,6.961655841688034,7,7,True
2026-02-06,17,17,Estacion 2 (Line 1),13,49,1,1.055044003657528,1.1491518945958397,7.582622120277778,6.961655841688034,7,7,True
2026-02-06,18,18,Estacion 2 (Line 2),13,49,2,1.2865474452820125,1.1491518945958397,6.2181927525,6.961655841688034,7,7,True
2026-02-06,19,19,Estacion 2 (Line 3),13,49,1,1.1278052167892034,1.1491518945958397,7.093423475,6.961655841688034,7,7,True
2026-02-06,20,20,Estacion 3 (Line 1),13,49,1,1.0409100641994296,1.1491518945958397,7.685582333333333,6.961655841688034,7,7,True
2026-02-06,21,21,Estacion 3 (Line 2),13,49,2,1.1311257553267522,1.1491518945958397,7.07259998486111,6.961655841688034,7,7,True
2026-02-06,22,22,Estacion 3 (Line 3),13,49,1,1.1219859540841082,1.1491518945958397,7.130214037777777,6.961655841688034,7,7,True
2026-02-06,23,23,Estacion 4 (Line 1),10,49,1,0.7588438831149579,1.1491518945958397,10.542352884444446,6.961655841688034,7,7,True
2026-02-06,24,24,Estacion 4 (Line 2),10,49,2,1.2967763429865493,1.1491518945958397,6.169144003333333,6.961655841688034,7,7,True
2026-02-06,25,25,Estacion 4 (Line 3),10,49,1,1.115526463495085,1.1491518945958397,7.171501763333334,6.961655841688034,7,7,True
2026-02-06,26,26,Estacion 5 (Line 1),15,49,1,1.0556484073776937,1.1491518945958397,7.578280745833334,6.961655841688034,7,7,True
2026-02-06,27,27,Estacion 5 (Line 2),15,49,2,1.271524954536053,1.1491518945958397,6.291657880138889,6.961655841688034,7,7,True
2026-02-06,28,28,Estacion 5 (Line 3),15,49,1,1.1071120544669242,1.1491518945958397,7.226007491944444,6.961655841688034,7,7,True
2026-02-06,29,29,Estacion 6 (Line 1),13,49,1,1.0472136922954065,1.1491518945958397,7.639319518888888,6.961655841688034,7,7,True
2026-02-06,30,30,Estacion 6 (Line 2),13,49,2,1.2749058138495915,1.1491518945958397,6.274973345555556,6.961655841688034,7,7,True
2026-02-06,31,31,Estacion 6 (Line 3),13,49,1,1.0930844255130576,1.1491518945958397,7.318739351944444,6.961655841688034,7,7,True
2026-02-09,11,11,Armado (Line 1),9,50,1,0.703911004659949,0.9010526344357777,11.365073066111112,8.878504644747474,7,7,True
2026-02-09,12,12,Armado (Line 2),9,50,1,0.8119411626552302,0.9010526344357777,9.85293069,8.878504644747474,7,7,True
2026-02-09,13,13,Armado (Line 3),9,50,1,1.5370882522522635,0.9010526344357777,5.204645854444444,8.878504644747474,7,7,True
2026-02-09,14,14,Estacion 1 (Line 1),14,50,2,0.988457513970763,0.9010526344357777,8.09341816611111,8.878504644747474,7,7,True
2026-02-09,15,15,Estacion 1 (Line 2),14,50,1,0.7095043346947826,0.9010526344357777,11.275477271666666,8.878504644747474,7,7,True
2026-02-09,16,16,Estacion 1 (Line 3),14,50,2,0.9872446797201844,0.9010526344357777,8.103360964444445,8.878504644747474,7,7,True
2026-02-09,17,17,Estacion 2 (Line 1),12,50,2,0.9899245514046008,0.9010526344357777,8.081423971805554,8.878504644747474,7,7,True
2026-02-09,18,18,Estacion 2 (Line 2),12,50,1,0.7119870710724623,0.9010526344357777,11.236159089166666,8.878504644747474,7,7,True
2026-02-09,19,19,Estacion 2 (Line 3),12,50,2,0.9673295486116347,0.9010526344357777,8.27019086875,8.878504644747474,7,7,True
2026-02-09,20,20,Estacion 3 (Line 1),12,50,2,0.9071094723033968,0.9010526344357777,8.819222204444445,8.878504644747474,7,7,True
2026-02-09,21,21,Estacion 3 (Line 2),12,50,1,0.7003550453550109,0.9010526344357777,11.422777708333335,8.878504644747474,7,7,True
2026-02-09,22,22,Estacion 3 (Line 3),12,50,2,0.959800159320971,0.9010526344357777,8.335068422638889,8.878504644747474,7,7,True
2026-02-09,23,23,Estacion 4 (Line 1),9,50,2,0.9175364783638835,0.9010526344357777,8.718999395277775,8.878504644747474,7,7,True
2026-02-09,24,24,Estacion 4 (Line 2),9,50,1,0.812026037815879,0.9010526344357777,9.851900835,8.878504644747474,7,7,True
2026-02-09,25,25,Estacion 4 (Line 3),9,50,2,0.975046128833108,0.9010526344357777,8.204740025555555,8.878504644747474,7,7,True
2026-02-09,26,26,Estacion 5 (Line 1),14,50,2,0.9839369583502003,0.9010526344357777,8.130602201805555,8.878504644747474,7,7,True
2026-02-09,27,27,Estacion 5 (Line 2),14,50,1,0.697279259553274,0.9010526344357777,11.473165005833332,8.878504644747474,7,7,True
2026-02-09,28,28,Estacion 5 (Line 3),14,50,2,0.9493688005133217,0.9010526344357777,8.426651471666666,8.878504644747474,7,7,True
2026-02-09,29,29,Estacion 6 (Line 1),15,50,2,0.9819739708169783,0.9010526344357777,8.146855454166667,8.878504644747474,7,7,True
2026-02-09,30,30,Estacion 6 (Line 2),15,50,1,0.6829705101001979,0.9010526344357777,11.713536502222222,8.878504644747474,7,7,True
2026-02-09,31,31,Estacion 6 (Line 3),15,50,2,0.9448491012370407,0.9010526344357777,8.466960480277777,8.878504644747474,7,7,True
2026-02-10,11,11,Armado (Line 1),10,54,1,1.2811646550288347,1.2590868211279074,6.2443183775,6.353811243003473,7,7,True
2026-02-10,12,12,Armado (Line 2),10,54,1,0.8273245123140078,1.2590868211279074,9.669724371666666,6.353811243003473,7,7,True
2026-02-10,13,13,Armado (Line 3),10,54,0,,1.2590868211279074,,6.353811243003473,7,7,True
2026-02-10,14,14,Estacion 1 (Line 1),16,54,2,1.3604076386855848,1.2590868211279074,5.880590326388888,6.353811243003473,7,7,True
2026-02-10,15,15,Estacion 1 (Line 2),16,54,2,0.9386658410175834,1.2590868211279074,8.522734769305556,6.353811243003473,7,7,True
2026-02-10,16,16,Estacion 1 (Line 3),16,54,1,1.1526455639068927,1.2590868211279074,6.940555059166667,6.353811243003473,7,7,True
2026-02-10,17,17,Estacion 2 (Line 1),14,54,2,1.252545580240001,1.2590868211279074,6.386993117222222,6.353811243003473,7,7,True
2026-02-10,18,18,Estacion 2 (Line 2),14,54,2,1.2988161045626943,1.2590868211279074,6.159455500972222,6.353811243003473,7,7,True
2026-02-10,19,19,Estacion 2 (Line 3),14,54,1,1.166700020641998,1.2590868211279074,6.856946823055556,6.353811243003473,7,7,True
2026-02-10,20,20,Estacion 3 (Line 1),12,54,2,1.213550505679605,1.2590868211279074,6.59222666263889,6.353811243003473,7,7,True
2026-02-10,21,21,Estacion 3 (Line 2),12,54,2,1.3146590275290078,1.2590868211279074,6.085228057222222,6.353811243003473,7,7,True
2026-02-10,22,22,Estacion 3 (Line 3),12,54,1,1.1735364836994155,1.2590868211279074,6.817001525833333,6.353811243003473,7,7,True
2026-02-10,23,23,Estacion 4 (Line 1),9,54,2,1.5868574500924864,1.2590868211279074,5.041410619166667,6.353811243003473,7,7,True
2026-02-10,24,24,Estacion 4 (Line 2),9,54,2,1.581278156906307,1.2590868211279074,5.0591984497222215,6.353811243003473,7,7,True
2026-02-10,25,25,Estacion 4 (Line 3),9,54,1,1.660798351792714,1.2590868211279074,4.816960464444445,6.353811243003473,7,7,True
2026-02-10,26,26,Estacion 5 (Line 1),16,54,2,1.3782242793428727,1.2590868211279074,5.804570504166667,6.353811243003473,7,7,True
2026-02-10,27,27,Estacion 5 (Line 2),16,54,2,1.3156213217656803,1.2590868211279074,6.080777095694445,6.353811243003473,7,7,True
2026-02-10,28,28,Estacion 5 (Line 3),16,54,1,1.166501700536224,1.2590868211279074,6.8581125911111105,6.353811243003473,7,7,True
2026-02-10,29,29,Estacion 6 (Line 1),17,54,2,1.2235986743134208,1.2590868211279074,6.538091424861111,6.353811243003473,7,7,True
2026-02-10,30,30,Estacion 6 (Line 2),17,54,2,1.319294729386903,1.2590868211279074,6.06384594875,6.353811243003473,7,7,True
2026-02-10,31,31,Estacion 6 (Line 3),17,54,1,1.1961551486658455,1.2590868211279074,6.688095611111111,6.353811243003473,7,7,True
2026-02-11,11,11,Armado (Line 1),10,53,1,1.144351853743042,1.2602764763995389,6.990856853888889,6.347813475702614,7,7,True
